year,month,day,tempMax,tempMin,rhMax,rhMin,solarRad,windSpeed,precip
1997,3,1,12.57222222,2.477777778,100,72.56,9.42,2.570473611,0.762
1997,3,2,10.57222222,-2.011111111,99.3,27.35,10.13,2.078730833,0
1997,3,3,21.13888889,-3.716666667,100,21.94,19.85,1.689807,0
1997,3,4,12.5,4.116666667,87.8,45.75,14.91,4.130639333,0
1997,3,5,10.1,-2.027777778,98.4,35.39,20.15,3.451140222,0
1997,3,6,17.83888889,-3.916666667,99.9,18.11,20.49,1.993793444,0
1997,3,7,18.96111111,4.111111111,78.91,31.12,11.37,3.366202833,0
1997,3,8,17.52222222,0.044444444,100,80,5.62,2.628588667,0.254
1997,3,9,19.3,1.161111111,98.9,34.5,17.13,4.318395667,0
1997,3,10,21.16111111,-3.138888889,100,21.89,21.29,1.265120056,0
1997,3,11,26.61111111,1.483333333,99.6,21.54,19.7,0.818081167,0
1997,3,12,23.17222222,4.533333333,100,17.41,12.53,1.797096333,0
1997,3,13,15.36111111,2.655555556,100,79.5,4.26,2.945986278,0.254
1997,3,14,4.872222222,-3.394444444,79.56,27.57,20.79,5.507519111,0
1997,3,15,8.072222222,-4.627777778,74.61,25.04,22.08,2.633059056,0
1997,3,16,10.21111111,-2.111111111,97.8,42.64,7.18,3.750656278,0
1997,3,17,18.93888889,7.344444444,99.7,74.57,7.77,3.728304333,0
1997,3,18,19.63888889,4.005555556,99.4,74.48,3.91,4.832490389,0.254
1997,3,19,15.03888889,2.661111111,99.5,49.3,17.66,2.677762944,0
1997,3,20,27.55,-0.683333333,100,16.6,22.14,0.956663222,0
1997,3,21,33.38888889,10.12777778,66.62,10.44,17.77421875,3.227620778,0
1997,3,22,19.05,3.8,85.3,14.23,20.42,3.348321278,0
1997,3,23,23.57777778,0.038888889,98.2,20.56,20.15,1.846270611,0
1997,3,24,25.25,10.58888889,99.6,37.09,15.7,5.663982722,16.764
1997,3,25,14.72222222,0.738888889,99.2,27.06,23.49,4.980013222,0.508
1997,3,26,20.06111111,-2.133333333,100,17.33,24.52,1.426054056,0
1997,3,27,23.42777778,7.144444444,72.33,27.72,18.42,4.322866056,0
1997,3,28,19.52222222,4.666666667,95.6,24.56,23.71,3.147153778,0
1997,3,29,26.4,1.266666667,100,19.61,22.58,3.495844111,3.556
1997,3,30,16.76111111,2.538888889,97.5,27.11,25.11,3.066686778,0
1997,3,31,21.87222222,-1.433333333,100,14.98,24.47,2.682233333,0
1997,4,1,19.32222222,8.911111111,59.62,32.12,10.09,3.992057278,0
1997,4,2,21.98888889,10.58888889,91.4,46.68,12.47,2.369306111,0
1997,4,3,24.17222222,12.51111111,97.2,36.91,14.56,2.507888167,1.27
1997,4,4,18.18888889,12.62777778,100,85.9,3.37,3.200798444,14.224
1997,4,5,22.72222222,8.45,100,31.49,25.09,4.935309333,0.762
1997,4,6,13.97777778,1.305555556,98.6,26.79,25.7,3.039864444,0
1997,4,7,18.22222222,-0.433333333,100,21.29,19.39,2.637529444,0
1997,4,8,11.16111111,0.661111111,100,50.9,2.1,4.725201056,34.29
1997,4,9,11.02222222,0.588888889,93.5,72.57,13.89,3.334910111,0
1997,4,10,19.22777778,9.361111111,99.7,50.98,8.02,4.568737444,13.716
1997,4,11,9.5,-1.572222222,100,80.6,3.57,4.474859278,37.084
1997,4,12,3.35,-3.022222222,97.5,52.31,15.91,3.509255278,0
1997,4,13,10.97222222,-4.027777778,99.5,31.47,26.14,1.421583667,0
1997,4,14,18.1,-3.194444444,100,26.63,26.97,2.159197833,0
1997,4,15,23.58888889,4.761111111,81.7,26.94,26.51,3.057746,0
1997,4,16,17.48888889,5.7,100,42.83,19.09,2.378246889,7.874
1997,4,17,22.11111111,3.394444444,100,31.01,25.36,1.430524444,0
1997,4,18,27.21111111,11.22222222,72.64,33.36,25.26,3.938412611,0
1997,4,19,26.1,12.37222222,97.9,30.5,26.43,1.662984667,0
1997,4,20,28.62777778,10.78888889,97.2,34.06,22.54,2.811874611,0
1997,4,21,23.4,11.02222222,98.8,50.06,21.74,1.855211389,0
1997,4,22,20.12222222,10.75,99.5,36.87,23.72,2.869989667,1.778
1997,4,23,16.93888889,6.105555556,99,40.94,16.7,2.364835722,0
1997,4,24,14.81111111,4.066666667,100,47.2,5.64,1.636162333,4.318
1997,4,25,12.76111111,9.461111111,100,67.95,4.79,2.253076,7.366
1997,4,26,14.42777778,9.538888889,100,66.4,6.53,2.789522667,5.08
1997,4,27,19.22222222,6.7,100,42.54,22.48,2.735878,2.54
1997,4,28,21.5,3.622222222,100,27.16,27.17,0.876196222,0
1997,4,29,25.97222222,6.261111111,100,39.69,26.26,3.634426167,0
1997,4,30,21.32777778,5.877777778,99.5,39.99,19.14,3.804300944,0
1997,5,1,24.45,4.244444444,100,24.93,23.59,3.965234944,12.192
1997,5,2,21.41111111,11.17777778,100,33.33,23.96,4.161932056,23.114
1997,5,3,17.82777778,6.761111111,100,41.47,28.61,2.2933095,0
1997,5,4,25.61111111,4.988888889,100,26.45,27.81,2.570473611,0
1997,5,5,26.33888889,13.95,100,39.45,27.15,2.449773111,0
1997,5,6,28,10.56111111,100,45.18,21.6,2.449773111,0
1997,5,7,26.96111111,16.96111111,100,63.13,14.76,3.768537833,3.556
1997,5,8,23.27777778,14.28888889,100,46.83,18.58,2.820815389,1.524
1997,5,9,20.42777778,6.588888889,100,29.44,28.34,2.539180889,0
1997,5,10,23.27777778,3.527777778,100,20.8,29.81,1.041600611,0
1997,5,11,26.87222222,9.277777778,89.4,34.48,28.52,2.717996444,0.762
1997,5,12,19.67777778,11.41111111,96.4,31.07,23.03,1.855211389,0.254
1997,5,13,28.22222222,8.738888889,95.1,31.69,28.94,3.290206222,0
1997,5,14,24.21111111,11.32222222,100,30.04,28.57,1.962500722,0
1997,5,15,25.07777778,12.37222222,97,35.94,20.02,1.274060833,0
1997,5,16,28.53888889,7.527777778,100,24.21,28.83,1.899915278,0
1997,5,17,32.6,16.9,90.7,40.9,27.96,3.460081,0
1997,5,18,31.56111111,20.13888889,87.3,42.15,28.48,3.947353389,0
1997,5,19,23.72222222,12.01111111,100,56.74,11.99,3.545018389,7.874
1997,5,20,23.43888889,8.861111111,98.6,36.99,28.69,2.637529444,0
1997,5,21,25.06111111,8.938888889,100,35.41,28.95,2.570473611,0
1997,5,22,24.42222222,13.67777778,94.9,42.92,14.21,2.905752778,0
1997,5,23,25.32222222,13.6,97.2,68.95,20.95,2.977279,0
1997,5,24,28.58888889,18.88888889,100,48.43,20.67,2.042967722,0
1997,5,25,27.36111111,16.97222222,100,69.69,22.35,2.932575111,7.366
1997,5,26,31.36111111,17.11111111,100,61.48,26.55,1.671925444,0
1997,5,27,24.42222222,11.91111111,98.8,52.26,20.25,3.2589135,0
1997,5,28,22.97777778,9.272222222,100,48.76,25.83,1.515461833,0
1997,5,29,27.58888889,11.06111111,100,41.29,25.26,2.400598833,2.54
1997,5,30,24.56111111,13.22777778,100,53.49,17.4,2.297779889,0.254
1997,5,31,26.2,11.87222222,100,35.4,26.77,1.645103111,0
1997,6,1,27.42777778,9.572222222,100,30.79,29.02,0.9253705,0
1997,6,2,27.07222222,10.68888889,100,32.52,21.52,1.278531222,0
1997,6,3,25.87222222,11.87222222,100,52.44,17.54,0.9253705,0
1997,6,4,25.13888889,13.92777778,100,55.66,15.85,2.002734222,0
1997,6,5,26.55,10.17777778,100,35.1,28.03,1.372409389,0
1997,6,6,29.51111111,9.65,100,24.98,29.62,0.9253705,0
1997,6,7,31.08888889,13.06111111,99.5,31.26,25.97,0.965604,0
1997,6,8,29.42777778,15.42777778,100,44.11,18.7,1.546754556,0
1997,6,9,21.81111111,16.95,99.6,81.1,5.57,2.945986278,4.572
1997,6,10,23.8,15.87222222,100,73.12,13.06,2.060849278,0
1997,6,11,26.43888889,14.07777778,100,65.05,13.8,1.493109889,3.556
1997,6,12,32.43888889,20.25,99.9,45.44,29.18,2.981749389,0
1997,6,13,29.62777778,17.76111111,100,48.98,27.52,2.047438111,19.304
1997,6,14,30.5,16.77222222,100,42.04,27.58,1.198064222,0
1997,6,15,30.12222222,20.66111111,98,55.22,21.41,2.315661444,0
1997,6,16,31.27777778,17.92777778,99.9,45.84,28.71,2.525769722,3.556
1997,6,17,27.43888889,16.27777778,100,53.48,18.47,1.466287556,2.286
1997,6,18,32.28888889,14.62777778,100,38.42,29.42,1.975911889,0
1997,6,19,33.83888889,19.97222222,92.4,55.24,26.88,3.173976111,0
1997,6,20,34.1,24.31111111,93.6,54.98,29.01,4.166402444,0
1997,6,21,33.11111111,23.77222222,89.8,52.31,25.38,3.384084389,0
1997,6,22,31.63888889,20.2,97,49.06,24.6,3.053275611,0
1997,6,23,29.92777778,21.91111111,91.1,58.51,20.97,4.425685,0.254
1997,6,24,32.15,23.41111111,92.3,50.61,28.82,4.550855889,0
1997,6,25,33.55,22.63888889,97.9,39.72,26.94,2.637529444,0
1997,6,26,29.82222222,18.07222222,100,56,22.68,2.378246889,11.43
1997,6,27,33.63888889,20,100,43.86,25.61,1.613810389,0
1997,6,28,31.3,21.9,96.8,55.81,26.1,2.780581889,0
1997,6,29,33.38888889,19.4,100,61.02,22.45,3.616544611,54.864
1997,6,30,33.57222222,19.37222222,100,61.3,20.59,2.986219778,1.27
1997,7,1,33.8,23.57222222,94.9,57.86,28.77,3.330439722,0
1997,7,2,32.32777778,23.3,96,41.51,28.32,2.735878,0
1997,7,3,34.57777778,20.48888889,100,49.99,28.1,3.191857667,0
1997,7,4,26.2,15.98888889,98.7,38.97,25.33,3.433258667,0
1997,7,5,28.15,13.42222222,100,43.5,28.6,1.220416167,0
1997,7,6,29.55,17.17222222,99.6,47.76,22.68,1.747922056,0
1997,7,7,29.22777778,18.87777778,100,64.87,24.79,2.896812,0
1997,7,8,34.62222222,22.62777778,99.1,48.1,27.27,2.923634333,0
1997,7,9,33.4,22.92222222,85.1,49.25,26.73,2.945986278,0
1997,7,10,32.51111111,22.61111111,100,61.82,12.95,2.244135222,1.016
1997,7,11,32.71111111,22.47777778,100,52.51,19.04,2.892341611,8.89
1997,7,12,34.02777778,24.1,89.5,49.7,27.75,3.764067444,0
1997,7,13,35.05,23.52222222,93.1,48.04,28.48,2.995160556,0
1997,7,14,35.67777778,21.92777778,98.4,50.15,28.1,2.168138611,0
1997,7,15,34.67777778,24.35,97.4,49.1,20.68,1.600399222,0
1997,7,16,35.37777778,22.58888889,93.5,39.51,27.62,2.275427944,0
1997,7,17,31.01111111,19.71111111,100,60.31,14.43,4.018879611,49.276
1997,7,18,26.57777778,19.57222222,100,85.8,7.62,1.743451667,24.384
1997,7,19,26.97777778,20.31111111,100,85.7,9.21,1.895444889,22.352
1997,7,20,32.02777778,21.66111111,100,64.2,18.24,1.443935611,5.842
1997,7,21,34.08888889,22.02222222,100,56.85,20.23,1.354527833,5.334
1997,7,22,33.82222222,22.1,100,55.72,24.34,0.751025333,0
1997,7,23,35.92777778,22.67777778,100,45.94,27.71,1.037130222,0
1997,7,24,35.67777778,24.37222222,99.3,39.66,27.24,1.676395833,0
1997,7,25,34.55,24.12777778,96.1,49.89,26.78,2.172609,0
1997,7,26,34.23888889,23.76111111,92.3,49.27,27.34,2.208372111,0
1997,7,27,34.62777778,24.47222222,94,50.87,27.33,2.029556556,0
1997,7,28,35.62777778,23.97777778,95.6,48.6,25.28,1.931208,0
1997,7,29,30.43888889,22.96111111,100,65.99,17.26,3.2589135,0
1997,7,30,29.23888889,19.38888889,96.5,49.41,26.96,3.080097944,0
1997,7,31,30.01111111,15.98888889,99.7,50.02,26.35,1.662984667,0
1997,8,1,32.28888889,16.95,100,51,26.48,1.671925444,0
1997,8,2,32.47222222,20.27222222,96,50.63,24.3,2.101082778,0
1997,8,3,32.15,21.66111111,99.1,53.49,18.05,0.898548167,0.762
1997,8,4,34.52777778,20.57777778,100,49.45,23.3,0.974544778,0
1997,8,5,32.12777778,19.76111111,100,43.52,22.99,2.194960944,0
1997,8,6,23.61111111,16.17222222,100,60.95,2.86,2.954927056,24.892
1997,8,7,24.11111111,14.06111111,100,57.13,18.76,1.001367111,0.762
1997,8,8,22.82222222,17.33888889,100,77.49,12.19,1.4886395,0
1997,8,9,30.73888889,16.32777778,100,61.85,26.21,2.266487167,0
1997,8,10,29.43888889,21.47222222,100,80.1,13.92,2.016145389,2.794
1997,8,11,29.37777778,21.22777778,100,78.77,13.14,1.895444889,9.144
1997,8,12,29.17777778,21.55,100,69.66,16.34,1.560165722,9.398
1997,8,13,28.17777778,18.48888889,100,59.63,20.27465909,1.604869611,0
1997,8,14,32.36111111,20.81111111,100,60.5,22.05,2.41401,10.922
1997,8,15,34.05,25.35,80.6,53.73,25.35,3.312558167,0
1997,8,16,33.15,26.7,84.4,65.23,24.7,4.345218,0
1997,8,17,29.45,20.47222222,99.8,75.53,15.14,3.053275611,0.254
1997,8,18,28.42222222,22.76111111,100,79.82,13.49,3.223150389,16.764
1997,8,19,31.41111111,22.32777778,100,71.62,15.51,1.4886395,20.066
1997,8,20,30.42222222,20.96111111,100,65.69,19.18,1.068422944,0.254
1997,8,21,29.08888889,20.22777778,100,48.74,19.83,1.667455056,0.508
1997,8,22,26.87222222,18.82222222,100,72.02,18.37,1.604869611,19.558
1997,8,23,28.93888889,17.53888889,100,60.8,21.91,0.666087944,0
1997,8,24,30.5,18.58888889,100,57.74,25.25,1.506521056,0
1997,8,25,30.57222222,19.03888889,98.7,51.93,24.91,1.707688556,0
1997,8,26,31.56111111,17.61111111,99.4,46.15,25.15,1.537813778,0
1997,8,27,32.17222222,18.27777778,100,37.95,23.14,1.5691065,0
1997,8,28,32.88888889,18.33888889,99.3,40.76,24.41,1.756862833,0
1997,8,29,34.08888889,19.93888889,94.9,40.69,24.15,2.0519085,0
1997,8,30,34.46111111,22.02777778,90.3,44.9,21.83,2.203901722,0
1997,8,31,30.02777778,22.02777778,100,61.73,11.21,1.882033722,4.572
1997,9,1,33.87222222,23.3,100,43.53,18.21,1.537813778,0.508
1997,9,2,35.85,21.56111111,100,38.84,22.55,1.180182667,0
1997,9,3,26.71111111,20.67222222,100,83.6,4.48,3.375143611,6.096
1997,9,4,26.77777778,15.46111111,93.5,55.52,21.38,2.288839111,0
1997,9,5,28.6,15.27777778,100,55.74,20.26,1.658514278,0
1997,9,6,30.56111111,17.23888889,96.3,44.27,18.59,2.092142,0
1997,9,7,33.35,18.96111111,95.1,43.17,19.19,2.351424556,0
1997,9,8,35.12777778,20.73888889,100,40.95,21.85,0.911959333,0
1997,9,9,28.32222222,15.42777778,100,54.8,18.69,3.013042111,23.876
1997,9,10,26.17777778,12.35,100,33.2,23.88,1.068422944,0
1997,9,11,27.67777778,11.02222222,100,37.7,22.33,1.703218167,0
1997,9,12,31.12222222,14.23888889,93.8,42.25,18.72,2.883400833,0.254
1997,9,13,30,22.07777778,98.7,67.18,16.64,3.057746,0.508
1997,9,14,33.21111111,18.75,100,46.01,19.98,1.037130222,0
1997,9,15,34.2,21.42222222,98.8,46.54,20.33,2.458713889,0
1997,9,16,34.63888889,23.46111111,87.7,41.2,17.71,3.3393805,0
1997,9,17,32.51111111,20.52777778,99.6,50.93,19.29,2.825285778,0
1997,9,18,34.92777778,23.02777778,93.4,42.95,16.09647727,4.3049845,0
1997,9,19,35.92777778,24.71111111,78.52,39.77,19.82,2.999630944,0
1997,9,20,25.72777778,12.73888889,93.7,55.29,16.95,3.875827167,0
1997,9,21,22.27222222,12.75,94.6,72.46,9.68,2.034026944,0
1997,9,22,24.32777778,17.88888889,100,73.48,6.25,2.150257056,8.89
1997,9,23,18.95,17.43888889,100,100,2.21,3.393025167,69.088
1997,9,24,18.18888889,15.73888889,100,92,3.58,3.0979795,0.254
1997,9,25,22.31111111,12.31111111,100,67.44,12.32,1.345587056,0
1997,9,26,27.65,10.02777778,100,49.91,20.59,0.688439889,0
1997,9,27,29.88888889,14.72222222,100,42.75,20.63,2.101082778,0
1997,9,28,24.75,10.77222222,100,34.28,16.83,1.926737611,0
1997,9,29,30.02777778,8.722222222,100,21.04,21.13,0.943252056,0
1997,9,30,29.58888889,12.9,100,43.28,19.71,1.4081725,0
1997,10,1,29.68888889,10.61111111,100,45.78,19.22,2.056378889,0
1997,10,2,32.77777778,18.26111111,85.7,40.4,18.83,2.709055667,0
1997,10,3,32.06111111,20.57777778,87.1,31.38,19.11,3.612074222,0
1997,10,4,31.02222222,17.51111111,89,45.21,18.16,2.329072611,0
1997,10,5,31.12777778,15.33888889,88.9,48.1,18.3,2.561532833,0
1997,10,6,29.67222222,19.22777778,98.5,51.39,17.07,2.566003222,0
1997,10,7,25.17777778,18.88888889,100,76.95,7.28,2.5347105,1.27
1997,10,8,26.95,19.13888889,100,79.85,7.74,3.737245111,10.414
1997,10,9,23.18888889,17.33888889,100,58.17,9.9,2.351424556,0
1997,10,10,28.33888889,19.12777778,100,62.41,11.34,2.2933095,0
1997,10,11,24.68888889,19.33888889,100,82,5.45,3.697011611,15.494
1997,10,12,21.78888889,10.05,100,70.47,2.26,4.313925278,41.91
1997,10,13,16.5,5.727777778,100,38.02,18.8,1.899915278,0
1997,10,14,22.17777778,4.344444444,100,38.56,18.31,0.849373889,0
1997,10,15,25.72222222,6.077777778,100,22.97,17.87,0.2816345,0
1997,10,16,20.56111111,7.35,100,62.43,16.43,1.667455056,0
1997,10,17,20.38888889,8.361111111,100,45.29,17.13,1.211475389,0
1997,10,18,21.13888889,6.444444444,100,49.54,16.94,1.716629333,0
1997,10,19,20.22777778,7.361111111,100,60.04,16.49,1.461817167,0
1997,10,20,14.42777778,8.427777778,100,66.24,7,2.123434722,0
1997,10,21,15.57222222,3.083333333,100,41.73,7.49,2.078730833,0
1997,10,22,17.16111111,1.7,100,43.96,16.24,1.716629333,0
1997,10,23,12.72777778,8,100,97.3,2.15,2.601766333,5.842
1997,10,24,15.27222222,12.07777778,100,94.4,3.76,1.510991444,0.508
1997,10,25,19.5,1.361111111,100,55.83,5.58,3.857945611,0.762
1997,10,26,4.777777778,0.922222222,100,63.45,3.9,4.389921889,0.508
1997,10,27,12.22777778,0.766666667,96.3,37.36,15.84,1.457346778,0
1997,10,28,19.67777778,2.138888889,100,28.03,15.09,2.168138611,0
1997,10,29,14.32222222,3.644444444,100,86.8,4.16,1.841800222,0
1997,10,30,23.57777778,8.388888889,100,59.87,8.99,2.0519085,0
1997,10,31,25.28888889,4.333333333,100,24.58,14.98,1.358998222,0
1997,11,1,19.11111111,7.75,91.9,31.35,15.61,2.217312889,0
1997,11,2,16.27222222,7.316666667,64.92,23.52,13.02,3.513725667,0
1997,11,3,14.78888889,-0.177777778,100,28.22,15.52,2.923634333,0
1997,11,4,23.38888889,-0.694444444,100,31.05,13.11,1.806037111,0
1997,11,5,14.06111111,2.166666667,100,49.39,14.04,3.3393805,0
1997,11,6,7.972222222,-2.538888889,100,59.21,6.97,2.516828944,0
1997,11,7,8.838888889,-4.1,100,74.67,5.95,0.965604,0
1997,11,8,18.13888889,-0.072222222,100,41.58,12.82,1.662984667,0
1997,11,9,9.622222222,4.45,100,87,1.54,2.637529444,7.366
1997,11,10,5.6,-4.172222222,100,42.41,12.12,3.3393805,1.27
1997,11,11,7.455555556,-5.522222222,100,43.62,11.4,1.184653056,0
1997,11,12,3.783333333,0.027777778,100,61.22,3.23,2.700114889,0.508
1997,11,13,4.844444444,2.827777778,100,97.5,3.43,1.220416167,8.89
1997,11,14,4.838888889,-1.322222222,100,39.96,5.8,3.299147,0
1997,11,15,3.561111111,-7.6,100,40.06,13.46,2.181549778,0
1997,11,16,7.583333333,-9.138888889,100,31.19,13.34,0.509624333,0
1997,11,17,10.52777778,-4.922222222,89.2,37.5,10.73,2.440832333,0
1997,11,18,15.17777778,-4.311111111,100,45.21,12.72,0.634795222,0
1997,11,19,18.42222222,-3.055555556,100,24.02,11.28,1.595928833,0
1997,11,20,9.872222222,5.572222222,100,79.66,2.48,2.217312889,0
1997,11,21,12.48888889,1.616666667,100,57.04,10.83,1.680866222,0
1997,11,22,14.07222222,-0.527777778,100,50.26,6.61,0.478331611,0.254
1997,11,23,18.75,-3.494444444,100,30.73,11.45,1.215945778,0
1997,11,24,19.73888889,7.533333333,86.6,39.68,11.7,2.874460056,0
1997,11,25,19.86111111,3.872222222,100,55.21,10.96,2.2128425,0
1997,11,26,15.11111111,5.955555556,98.18655172,54.20103448,10.44,2.253076,0
1997,11,27,21.22777778,8.061111111,88.4,62.54,3.88,3.5807815,0
1997,11,28,19.63888889,6.111111111,100,74.87,5.53,1.725570111,2.794
1997,11,29,12.96111111,6.038888889,98.21758621,54.2312069,4.9,2.311191056,0
1997,11,30,10.02777778,6.066666667,95.4,63.65,2.85,3.491373722,0
1997,12,1,8.761111111,2.155555556,98,60.22,4.65,2.306720667,0
1997,12,2,8.872222222,5.011111111,100,97.9,7.70625,1.832859444,18.034
1997,12,3,7.522222222,-2.588888889,100,76.76,1.97,2.668822167,0.254
1997,12,4,9.111111111,-4.266666667,100,40.78,11.95,2.762700333,0
1997,12,5,2.65,-6.444444444,96.9,41.52,11.58,1.756862833,0
1997,12,6,5.983333333,-8.761111111,100,37.6,10.97,0.491742778,0
1997,12,7,4.194444444,1.255555556,100,54.84,1.16,3.281265444,8.89
1997,12,8,5.483333333,1.561111111,100,98.9,1.9,1.658514278,1.016
1997,12,9,14.71111111,2,100,40.64,7.655340909,3.884767944,0.508
1997,12,10,2.005555556,0.044444444,100,75.55,2.06,3.308087778,0
1997,12,11,1.944444444,-1.772222222,100,73.53,4.1,3.634426167,0.762
1997,12,12,-0.366666667,-8.222222222,100,60.12,4.19,2.025086167,0
1997,12,13,8.8,-8.777777778,100,46.56,11.11,0.648206389,0
1997,12,14,13.26111111,-4.883333333,100,32.02,11.43,0.384453444,0
1997,12,15,17.58888889,-5.427777778,100,20.94,11.51,1.828389056,0
1997,12,16,12.63888889,-2.161111111,98.9,41.96,11.05,2.1323755,0
1997,12,17,16.62777778,-5.944444444,100,25.17,10.92,0.759966111,0
1997,12,18,19.33888889,-1.138888889,91.4,22.69,11.08,1.823918667,0
1997,12,19,17.12222222,3.15,99.2,28.58,11.56,2.628588667,0
1997,12,20,3.405555556,0.811111111,100,83.4,2.18,4.604500556,0.508
1997,12,21,4.733333333,1.188888889,100,99.7,1.19,3.370673222,27.178
1997,12,22,4.4,1.744444444,99.7,83.8,2.82,1.591458444,0
1997,12,23,3.855555556,2.483333333,100,95.3,0.93,3.138213,29.464
1997,12,24,4.133333333,1.027777778,100,88.6,3.02,2.677762944,4.318
1997,12,25,3.583333333,1.75,98,77.62,2.44,1.8105075,0
1997,12,26,5.938888889,-1.022222222,98.1,52.54,9.53,2.311191056,0
1997,12,27,9.088888889,-4.538888889,100,39.4,11.56,1.917796833,0
1997,12,28,4.955555556,-0.338888889,100,62,3.44,3.7417155,3.048
1997,12,29,10.72222222,-2.855555556,100,41.08,10.52,2.552592056,0
1997,12,30,14.02222222,-2.277777778,100,27.28,8.53,2.950456667,0
1997,12,31,12.77222222,-6.044444444,100,33.89,11.51,1.618280778,0
1998,1,1,16.4,1.583333333,92.6,36.12,11.15,4.059113111,0
1998,1,2,21.15,12.62777778,95.2,54.67,7.38,5.391289,0
1998,1,3,22.8,3.783333333,99,56.85,5.73,4.613441333,0
1998,1,4,3.716666667,0.555555556,100,99.4,2.11,2.548121667,63.754
1998,1,5,8.25,2.138888889,100,100,2.63,0.768906889,6.096
1998,1,6,8.15,0.927777778,99.47966102,61.46508475,1.79,3.643366944,0.254
1998,1,7,1.294444444,-0.383333333,100,99,1.34,4.854842333,10.16
1998,1,8,2.25,-0.566666667,100,93.9,2.53,3.272324667,0.762
1998,1,9,3.066666667,-2.172222222,100,87.3,3.77,2.726937222,0.254
1998,1,10,-0.894444444,-4.588888889,99.6,86.1,4.06,2.704585278,0
1998,1,11,0.7,-2.7,100,98.9,2.04,1.448406,0
1998,1,12,2.661111111,-2.305555556,100,85.3,3.19,3.267854278,0
1998,1,13,-2.461111111,-6.333333333,100,89.9,2.83,2.892341611,0
1998,1,14,-0.411111111,-3.238888889,100,95,2.29,1.180182667,0.254
1998,1,15,6.855555556,-6.972222222,100,61.16,8.12,1.122067611,0.254
1998,1,16,4.644444444,-3.55,100,81,7.37,2.177079389,0
1998,1,17,14.9,-3.683333333,100,32.95,11.15,1.358998222,0
1998,1,18,8.811111111,-4.316666667,100,64.51,7.06,3.062216389,0
1998,1,19,9.172222222,-7.088888889,100,44.23,12.14,2.262016778,0
1998,1,20,15.86111111,-1.222222222,100,46.08,9.79,3.956294167,0
1998,1,21,5.188888889,-3.861111111,100,55.64,10.01,2.869989667,0
1998,1,22,3.105555556,-6.405555556,100,55.19,8.07,2.463184278,0
1998,1,23,9.288888889,-7.3,100,55.63,6.97,0.751025333,0
1998,1,24,13.3,-6.655555556,100,29.57,13.12,1.448406,0
1998,1,25,14.65,4.427777778,100,49.05,6.06,2.436361944,4.064
1998,1,26,11.07222222,-0.95,100,70.7,7.13,1.922267222,1.27
1998,1,27,17.57222222,-3.866666667,100,36.54,13.39,1.457346778,0
1998,1,28,16.57222222,0.9,100,37.26,11.45,1.381350167,0
1998,1,29,14.12222222,-1.766666667,100,40.23,14.1,1.014778278,0
1998,1,30,17.51111111,-3.916666667,100,27.68,14.44,1.4886395,0
1998,1,31,12.41111111,4.1,100,74.41,2.52,2.896812,9.652
1998,2,1,11.38888889,-0.35,100,65.88,13.2,1.582517667,0.762
1998,2,2,9.211111111,-3.611111111,100,63.67,11.78,1.238297722,0.254
1998,2,3,4.855555556,-0.172222222,100,86.2,4.25,3.612074222,0
1998,2,4,4.816666667,-0.361111111,97.6,60.31,8.931348315,2.789522667,0
1998,2,5,4.038888889,-1.738888889,85.3,52.22,5.86,2.525769722,0
1998,2,6,7.55,-3.666666667,92.6,41.02,12.86,2.069790056,0
1998,2,7,12.53888889,-5.927777778,93.8,20.68,15.28,0.491742778,0
1998,2,8,13.07222222,0.955555556,90.6,45.7,6.81,0.858314667,0
1998,2,9,15.06111111,1.388888889,95.4,58.73,6.37,3.0175125,0.254
1998,2,10,9.561111111,4.227777778,94.4,75.73,2.54,3.670189278,0
1998,2,11,11.91111111,1.288888889,90.4,49.21,13.94,3.553959167,0
1998,2,12,8.161111111,-4.383333333,95.7,54.68,8.43,0.567739389,0
1998,2,13,16.01111111,-3.161111111,96.1,30.66,16.34,1.269590444,0
1998,2,14,16.96111111,-1.333333333,96.2,39.36,12.06,1.975911889,0
1998,2,15,11.38888889,6.211111111,89.8,60.81,4.51,3.469021778,0.508
1998,2,16,8.438888889,5.6,91.1,81.3,2.73,2.852108111,0
1998,2,17,10.87222222,3.122222222,88.1,43.28,7.47,3.647837333,0
1998,2,18,14.66111111,-3.038888889,95.6,39.56,14.15,0.786788444,0
1998,2,19,14.01111111,1.072222222,92,42.8,10.16,1.001367111,0
1998,2,20,17.1,-1.855555556,96.7,21.07,16.57,0.607972889,0
1998,2,21,16.22222222,0.883333333,91,44.03,6.63,0.791258833,0
1998,2,22,13.81111111,3.188888889,94.9,55.02,7.32,1.207005,0
1998,2,23,18.82777778,0.933333333,96,40.39,15.07,0.938781667,0
1998,2,24,23.57777778,1.355555556,95.8,32.84,15.44,3.004101333,0
1998,2,25,24.03888889,12.78888889,91,9.91,14.06,5.024717111,0
1998,2,26,14.71111111,5.027777778,95.9,25.7,18.51,2.847637722,0
1998,2,27,12.71111111,0.955555556,63.32,18.73,15.5,1.958030333,0
1998,2,28,10.18888889,-3.711111111,85.2,24.35,17.36,2.726937222,0
1998,3,1,8.388888889,-4.833333333,90.1,28.62,17.77,3.004101333,0
1998,3,2,5.894444444,-4.05,84.9,39.03,13.86,3.004101333,0
1998,3,3,14.56111111,-6.872222222,92.7,21.98,19.51,1.604869611,0
